,Broad business,Recession alerts,Industrial Production,Manufacturing,Services,Small Business sentix,Consumption,Consumers sentiment,Labour general,Labour HH survey,Labour estabilishment survey,Housing activity,Retail sales,corporate sales & margins,"Income, savings",Interest rates,Rates sentiment,CPI,CPI sentiment,PPI finished goods,BS_housing wealth,BS_housing refinancing,BS_current asset / liabilities,Savings rate ,Fed liquidity
30/11/2022,28.87773723,16.73129562,52.251221,40.0243309,47.67335766,37.20695971,54.34914842,37.84837425,51.36253041,71.68925965,79.67311964,20.66735348,75.94627595,61.51846937,67.50915751,73.89728884,57.54120879,76.58890817,46.53284672,61.51811152,58.22954823,86.60648875,34.93589744,71.44688645,27.93872794
31/12/2022,33.08116883,18.35227273,38.86100973,42.9040404,33.63636364,48.33029197,45.33333333,51.79752066,55.95757576,69.82792208,76.66007905,18.98665602,48.47931873,62.55647383,59.45255474,66.71038961,60.9899635,70.98220003,29.50649351,61.8883482,58.34752636,86.78832117,36.96776156,73.72002086,21.94757797
31/01/2023,39.55421843,19.55955616,29.90530303,41.29428341,44.72939312,39.38181818,75.18115942,56.2294137,60.36986715,73.16252588,78.53851607,20.75,34.74747475,63.47716293,53.27272727,63.23757764,65.49545455,66.55821372,20.48826777,45.23232323,61.7030303,84.06233766,37.85606061,75.63376623,24.62809917
28/02/2023,49.27153172,28.33935018,33.69187802,47.95427196,53.3224278,45.50271739,77.04572804,54.40597309,57.23977136,74.52294997,76.68929524,30.16021286,81.5821256,47.97615141,44.91545894,66.87467767,54.07608696,68.62128146,27.85800241,51.71095008,63.99959742,80.6573499,37.92270531,75.16045549,26.64690382
31/03/2023,45.33658787,24.39860612,33.99518652,52.32314149,34.75157374,45.49638989,62.97961631,45.47498365,52.29916067,69.0840185,75.23654989,34.22269856,66.7468913,53.0793547,44.39229844,62.68499486,45.45577617,67.23985053,26.03631381,45.45393769,66.50621741,80.91284167,25.36853189,75.46673543,29.50443059
30/04/2023,42.83474142,28.13060036,40.32523981,57.49203505,49.88799283,40.10791367,50.44802867,39.15770609,54.8760454,67.8219406,73.66954963,34.49584083,43.92486011,52.25372,43.24940048,62.68817204,53.04856115,62.97488325,27.76071002,34.09938716,70.57953637,75.94552929,30.06594724,74.13412127,44.91497711
31/05/2023,37.92729592,27.58928571,43.44758065,50.77876984,17.77901786,36.53225806,53.51190476,35.96590909,47.39285714,65.91836735,74.62732919,34.93223566,52.52887296,44.9512987,41.25448029,66.51785714,52.71953405,60.07357102,29.14115646,27.02110713,75.04181601,74.3343574,35.03584229,73.43573989,43.48321929
30/06/2023,52.69763599,25.67282028,38.54910714,57.11743772,43.69439502,36.38839286,59.90510083,58.87253316,47.64086595,69.58566345,74.9149002,44.62053571,25.99206349,48.80836838,41.10714286,65.73462125,53.50446429,56.61967419,26.5717675,19.17328042,76.55753968,73.36989796,46.04166667,72.19132653,45.63311688
31/07/2023,54.12550659,22.19636525,36.18401542,52.97970843,45.25155142,49.3772242,46.86761229,66.98903933,48.96276596,64.75113982,71.1281992,42.52669039,37.20838276,48.75886525,46.34638197,65.96631206,47.03736655,56.17468939,28.57987166,19.21049163,79.08461843,72.76563294,44.65821471,69.94916116,47.71918473
31/08/2023,57.272211,24.5914311,35.87470449,56.34570082,34.94368375,48.07180851,48.88103651,62.11451976,46.60924617,63.66418476,71.24750346,44.74734043,61.99763593,39.1101831,52.99054374,65.71176174,54.27748227,54.43884534,22.95137136,19.82532178,77.79156816,72.87234043,44.11199764,70.28622087,42.31141199
30/09/2023,50.78910966,36.10255282,38.92446996,58.00567293,37.08736796,43.77650177,61.70774648,51.99663892,47.44865023,60.91863682,72.14291182,30.37212898,41.46054181,41.75736236,54.68786808,66.3028169,40.65812721,58.02492096,30.57511737,43.19460804,74.89890067,74.42705704,53.4967609,68.31650681,38.75682621
31/10/2023,38.69987469,43.65131579,50.12837441,52.63157895,37.80701754,43.40669014,48.30409357,37.29665072,42.2002924,54.86215539,68.83676583,33.76430458,53.11032864,41.8128655,59.70657277,69.81203008,59.60827465,60.56646899,45.73099415,54.2057903,68.97300469,70.46277666,52.43177817,68.34004024,28.79321383
30/11/2023,40.76236264,38.21022727,29.79897661,53.47707848,42.11101399,41.55263158,54.25407925,38.45359186,53.19347319,54.07405095,67.12526604,33.18804825,61.96881092,36.68679805,56.01169591,60.30094905,62.30263158,59.19975377,44.32234432,36.5497076,64.66276803,71.73182957,51.14766082,67.66165414,31.83413078
31/12/2023,48.33561473,23.51916376,36.05405012,54.66511808,41.46341463,46.66520979,63.18234611,54.07031992,45.86091754,50.44798407,69.99697016,40.97738199,50.23310023,36.0363214,56.53846154,48.23792932,59.02972028,56.25383389,36.2618218,30.37425537,63.88500389,69.0959041,44.62412587,62.36513487,32.59694851
31/01/2024,57.83110119,23.42664931,42.29094077,59.5148534,43.72829861,56.73780488,43.1712963,69.21164773,50.63368056,53.81944444,70.29362923,51.99259582,58.09136663,40.18834175,63.17073171,46.62574405,51.08449477,55.41597897,29.77843915,29.0295522,64.67092528,60.6097561,46.60278746,59.34295669,35.17579981
29/02/2024,55.07909046,32.1583045,25.11574074,54.77700884,52.30860727,46.10677083,45.76124567,63.41223655,44.07727797,52.11010875,69.59530615,41.95692274,34.33641975,43.85551012,69.6875,48.11789422,42.15277778,56.45102339,30.63107596,30.44624486,68.94772377,58.62847222,47.17881944,56.58482143,33.41224747
31/03/2024,58.11268473,33.90086207,36.21323529,50.55076628,62.34913793,39.57612457,50.91954023,62.13557994,45.86494253,55.20012315,70.66716642,51.6679282,15.26336025,44.40961338,73.64475202,49.86206897,49.08304498,56.34674923,44.17077176,42.79764193,68.83890811,65.47701434,39.02825836,58.16608997,34.2875118
30/04/2024,50.20557192,39.67998282,33.72126437,45.58037419,31.57753436,35.53017241,54.26689576,50.5662293,45.38802978,52.16003927,68.42970267,44.375,27.31800766,43.43434343,72.72413793,51.60407462,39.63362069,56.90865094,47.07085583,40.1596424,72.76245211,64.46305419,33.20761494,55.25862069,35.81504702
31/05/2024,44.31873777,40.7427226,43.96835624,41.80936073,53.94905822,45.48109966,57.56278539,51.13636364,44.03110731,53.34209883,68.2176891,43.35534794,22.56586483,38.58966376,73.20733104,50.11986301,46.81701031,56.15542292,37.89954338,49.83454245,73.11760214,69.43544428,33.45504009,55.56455572,32.7241487
30/06/2024,39.61482204,39.8890785,42.71546804,48.99032992,35.89483788,45.2140411,43.82821388,37.3952839,41.83162685,50.6582155,63.40146906,30.58112158,27.58751903,39.14055228,72.9109589,53.19478303,44.22089041,54.8035328,48.60230782,34.95053272,71.28900304,64.57681018,43.36472603,57.51223092,32.02054795
31/07/2024,33.15415452,36.09693878,51.2620876,46.0175737,52.14179422,41.11348123,58.9569161,33.23283859,34.64002268,51.36661808,62.11180124,34.63897184,41.20212363,38.92496392,67.38339022,47.29348882,51.91552901,48.91922639,43.18108196,32.77082543,69.31171786,60.00731351,43.68600683,58.18137494,25.95408005
31/08/2024,32.17009685,38.50635593,47.60841837,32.9613936,36.79555085,40.82908163,50.39548023,48.93682589,39.01412429,48.85895884,60.24871039,32.9772534,36.43235072,39.80482794,70.60090703,38.78692494,44.49829932,43.93125671,36.65052462,35.64499874,67.67573696,58.02964043,43.81731859,54.68901846,30.7668522
30/09/2024,40.1695222,48.06798986,41.85381356,46.25093844,46.57939189,36.54237288,53.99774775,52.91001229,42.19313063,49.18255309,62.29068743,38.18326271,36.43235072,38.07330057,64.55367232,32.45173745,55.58898305,41.72167707,37.33108108,32.74952919,65.99435028,46.72154964,36.9279661,51.6125908,33.32819723
31/10/2024,46.27875982,61.02693603,36.58502252,49.91056397,39.6412037,38.24746622,53.99774775,64.49724518,46.49222106,48.81854257,60.59508125,45.88524071,59.96621622,35.70554025,64.55367232,32.45173745,55.58898305,45.47475107,37.33108108,33.08933934,65.99435028,38.51110039,36.74690315,47.90057915,24.14004914
